"DATASET","SERIES_CODE","OBS_MEASURE","CURRENCY","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","INCOME_GROUP","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SOURCE","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2019-M01","2019-M02","2019-M03","2019-M04","2019-M05","2019-M06","2019-M07","2019-M08","2019-M09","2019-M10","2019-M11","2019-M12","2020-M01","2020-M02","2020-M03","2020-M04","2020-M05","2020-M06","2020-M07","2020-M08","2020-M09","2020-M10","2020-M11","2020-M12","2021-M01","2021-M02","2021-M03","2021-M04","2021-M05","2021-M06","2021-M07","2021-M08","2021-M09","2021-M10","2021-M11","2021-M12","2022-M01","2022-M02","2022-M03","2022-M04","2022-M05","2022-M06","2022-M07","2022-M08","2022-M09","2022-M10","2022-M11","2022-M12","2023-M01","2023-M02","2023-M03","2023-M04","2023-M05","2023-M06","2023-M07","2023-M08","2023-M09","2023-M10","2023-M11","2023-M12","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04","2025-M05","2025-M06","2025-M07","2025-M08","2025-M09","2025-M10"
"IMF.STA:WPCPER(6.0.0)","NGN.NGA.TVBIT_USD.M","OBS_VALUE","Nigerian naira","Nigeria","Bitcoin trade volume in local market (in USD)","Monthly","","","","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","7876698.9","8541288.7","939756.2","1959425","1746724","193988","21241149","15993893","12745238","14325384","13691636","13972975","222552","22111863","4972819","57336848","9568248","17","1391","1648","1759","2276","35","531","9418","479","171","18","874774","459434","2523354","21696234","22392557","4916475","24863471","1572188","14167649","16385752","19594779","1217662","1729613","19686258","2781192","17156179","163974","15368728","1495728","12913511","13457719","12144378","1798884","1557893","16645481","23561657","2294874","19225541","16821636","255352","219232","23747742","2869891","2392866","2613665","2391","2522","28","26","2634","245","2461","336","3268","335","284","111","8446","9652","9141","1888","40.5271","137.701","71.6499"
"IMF.STA:WPCPER(6.0.0)","IDR.IDN.BIT_SHD_PT.M","OBS_VALUE","Indonesian rupiah","Indonesia","Crypto-based Parallel Exchange Rate Premium (in %)","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","0.77009781","-0.00795143","0.13141932","0.0341734","3.0538028","9.1506342","4.1733169","1.9099363","-1.7199303","1.8336236","-3.4145334","-0.07234553","-0.10302771","0.69709592","-4.6155621","-2.2681805","0.275134","1.2479752","3.7643432","0.56244343","0.5316489","1.1974463","1.0930748","2.5296534","1.3744726","3.7345759","0.75188345","2.8812591","0.62631286","0.03070114","1.5791122","-0.37570579","-0.30110212","-0.49501872","1.4567459","1.2315935","-1.6168338","0.25895652","0.20184493","0.81565265","-0.84793931","-4.9866314","0.50122858","0.65578332","1.2726415","1.0670878","0.27762155","0.50434838","1.5680436","0.65370885","0.52897531","0.50658135","0.60814847","1.6890571","0.26072907","-0.70598906","0.20525329","3.106473","-0.02897408","0.35858106","1.5430516","5.3568472","0.16632903","1.0822547","0.10333908","0.72173552","0.31416855","0.23762786","0.00867596","0.40865181","0.16400472","0.58116516","0.30637068","0.45089638","0.51403743","0.3525353","0.10077059","0.06514942","-0.32313145","0.38905261","0.20024311","0.59947907"
"IMF.STA:WPCPER(6.0.0)","CLP.CHL.XDC_USD_RT.M","OBS_VALUE","Chilean peso","Chile","Official FX Rate, LCU/USD","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","677.3933","655.9005","668.231","667.0845","692.0881","692.409","686.4886","713.7033","717.865","721.6879","770.6788","771.2389","775.1089","796.5716","839.3755","853.379","822.6972","793.7181","782.93","784.6619","773.3674","788.2671","762.2579","740.3919","722.9505","722.5337","726.3661","707.8452","710.5467","726.5445","751.9158","779.8895","786.1324","813.9505","812.3068","846.4829","822.383","807.9761","799.1874","815.123","850.6824","856.8284","950.0168","904.3523","922.8753","955.8947","916.9221","877.5288","826.436","798.8394","809.5039","803.8368","798.3748","800.7417","814.7574","855.6595","886.2833","926.347","888.8211","871.1973","907.9543","963.1625","967.9325","960.1382","918.4342","925.5906","937.511","929.8952","926.9335","934.181","971.0706","980.0625","999.8465","957.5189","932.5519","962.6636","941.8258","937.9059","952.886","965.68811","959.83118","952.97845"
"IMF.STA:WPCPER(6.0.0)","UGX.UGA.XDC_USD_RT.M","OBS_VALUE","Ugandan shilling","Uganda","Official FX Rate, LCU/USD","Monthly","","","","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","3675.4964","3695.8364","3697.4429","3676.4794","3680.7927","3676.8465","3772.9075","3785.7464","3791.46","3737.9445","3703.537","3677.5276","3695.0873","3719.9169","3710.6774","3666.5432","3691.5637","3667.3158","3662.8695","3623.302","3552.7866","3540.3521","3552.3057","3537.0368","3530.6314","3579.9424","3556.0733","3563.7931","3545.7225","3497.5017","3528.911","3577.5271","3554.9537","3799.3436","3744.0593","3866.4874","3806.4525","3852.9281","3785.0467","3738.8828","3720.2245","3684.7324","3719.7508","3762.1857","3727.9062","3749.641","3670.1234","3629.9752","3719.4254","3768.9475","3783.7507","3803.9353","3790.6847","3808.0919","3932.045","3886.3294","3808.7744","3805.645","3714.9994","3731.7299","3722.1427","3665.358","3661.746","3683.4164","3679.3474","3686.3845","3674.3501","3656.0854","3668.6191","3633.2495","3595.3314","3560.3542","3507.877","3465.5205"
"IMF.STA:WPCPER(6.0.0)","AUD.AUS.BIT_SHD_PT.M","OBS_VALUE","Australian dollar","Australia","Crypto-based Parallel Exchange Rate Premium (in %)","Monthly","","","Advanced Economies","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","-0.05000714","0.45006429","-0.60893578","-0.78269532","-0.52115906","4.2943506","0.64980436","0.53497664","-1.9403595","0.73394495","-2.3629038","0.23382161","0.98935074","0.12679346","-7.2136049","2.0216652","0.38406457","0.41353643","3.2822603","0.55435565","1.2449334","0.5702067","-0.03632401","-1.3311273","0.95024722","-0.86073201","0.50890585","-0.14636777","-11.809435","-0.52752294","1.1063261","-0.07300869","-0.90795929","0.18507551","0.35103115","-0.27887022","5.8798191","-0.33641114","0.12526711","-1.9751443","-0.52891396","1.6240157","-0.4867014","-2.7004454","0.00668762","-0.5152344","-0.44840092","-0.02025522","1.2646793","0.81593141","-9.8502073","-0.01338957","-1.5164616","0.16770645","0.33688182","-0.62933887","0.1541921","1.9558039","0.05193456","0.18043304","1.2905801","4.2444822","-0.31483668","0.38418962","-0.19853087","0.08641893","-0.00667334","0.31308287","0.06091783","0.04026305","-0.08496732","0.32348091","0.01867414","0.09447034","0.04406118","-0.01886199","0.00643666","0.08451437","-0.1700569","0.02828311","0.05564437","0.04869379"
"IMF.STA:WPCPER(6.0.0)","BGN.BGR.XDC_USD_RT.M","OBS_VALUE","Bulgarian lev","Bulgaria","Official FX Rate, LCU/USD","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.794986","1.834597","1.796844","1.77531","1.817145","1.792555","1.77719","1.8147","1.847447","1.848935","1.797705","1.771628","1.798636","1.80448","1.81304","1.832947","1.80376","1.8216","1.81272","1.768255","1.76691","1.803659","1.848255","1.884419","1.887382","1.8851","1.81045","1.7267","1.7314","1.65709","1.6780071","1.6669039","1.6798613"
"IMF.STA:WPCPER(6.0.0)","COP.COL.XDC_USD_RT.M","OBS_VALUE","Colombian peso","Colombia","Official FX Rate, LCU/USD","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","3155.22","3310.49","3256.02","3208.11","3412.65","3399.62","3437.73","3411.42","3383","3317.37","3408.24","3870.01","3986.56","3863.34","3693","3660.6","3788.1","3749.86","3833.06","3680.67","3468.5","3494.53","3552.43","3617","3651.85","3741.96","3693","3832.24","3887.68","3820.28","3771.68","3900.51","3967.77","4000.72","3938.36","3805.52","3796.39","4027.6","3922.5","4394.01","4326.77","4437.31","4714.96","4922.3","4787.89","4712.18","4802.75","4760.96","4526.03","4539.54","4213.53","4067.63","4066.87","4008.41","4219.16","4040.26","3954.14","3920.2","3931.85","3908.67","3866.12","3865.09","4054.56","4036.8","4062.98","4191.86","4257.76","4411.12","4386.2","4170.01","4131.95","4133.48","4269.9957","4205.9883","4103.2203","4046.1353","4045.0713","3920.7673","3880.3252"
"IMF.STA:WPCPER(6.0.0)","USD.USA.BIT_SHD_RT.M","OBS_VALUE","US dollar","United States","Crypto-based Parallel Exchange Rate (LCU/USD)","Monthly","","","Advanced Economies","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","1.01","1.0138","1.0077","0.999","1.0084","1.081","1.01","1.0277","0.979","1.0154","0.9617","1.0032","1.0126","1","0.9254","1.0072","1.0019","1.0255","1.0488","1.0163","1.0145","1.0269","1.0152","1.036","1.0132","1.0063","1.0064","0.9985","0.9736","0.9912","0.997","0.9885","0.9902","1.0022","0.979","1.0348","0.981","0.9963","0.9998","0.9963","0.9777","0.9462","1.0113","0.9954","0.9965","1.0033","1.0004","1.0016","1.0218","1.0044","0.9817","1.002","1.0036","1.0085","1.0027","0.9948","1.0017","1.0225","0.9996","0.9999","1.0101","1.0415","0.9973","0.9963","0.9677","0.9562","1.0113","0.9954","0.9965","1.0033","1.0004","1.0016","1.0218","1.0027","0.9948","1.0017","0.99648","0.9938","0.99112","0.98844","0.98576","0.98308"
"IMF.STA:WPCPER(6.0.0)","JPY.JPN.TVBIT_USD.M","OBS_VALUE","Japanese yen","Japan","Bitcoin trade volume in local market (in USD)","Monthly","","","Advanced Economies","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","42","4527","3941","7363","8476","441","4622","4248","3135","35","382","2539","4238","3218","4163","2176","1421","9317","9242","3597","439","4751","9597","14","185","1234","6993","3873","565","543","355","4372","3778","4537","3435","3594","2677","2485","271","2586","3262","2871","2343","2579","2949","212","2275","1125","1511","245","253","6743","5449","786","5331","4858","3936","6936","8389","19","1268","1187","221","168","1247","924","1536","1529","9654","1131","2312","211","3293","174","1924","279","1974","1527","1694","1772","1604","2649"
"IMF.STA:WPCPER(6.0.0)","ARS.ARG.BIT_SHD_RT.M","OBS_VALUE","Argentine peso","Argentina","Crypto-based Parallel Exchange Rate (LCU/USD)","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","41.8974","37.5143","41.7389","50.842","51.372","47.7276","44.168","54.4184","64.7907","68.8113","75.1971","70.6902","82.4359","83.509","85.2143","106.4539","124.7409","120.6335","123.0008","127.7277","132.2591","167.3232","156.7532","155.7815","166.3933","157.7196","150.658","155.2812","161.2648","165.2523","176.4974","175.6605","182.2356","185.0592","210.8941","207.6653","210.5456","209.8579","194.796","194.1393","200.8005","206.1968","281.1231","281.3417","284.7222","295.1753","309.9625","321.1254","351.0269","360.6375","372.4308","415.8327","459.3034","488.3323","518.2169","670.3938","742.5043","933.145","913.5506","980.5857","1167.1979","1148.5134","1034.9311","1041.7518","1127.9764","1301.1422","1378.7973","1313.7329","1247.7899","1195.2157","1141.459","1149.6572","1212.1036","1221.7165","1274.4834","1267.5995","1181.2216","1204.5182","1283.8114","1343.2414","1451.6649","1512.8948"
"IMF.STA:WPCPER(6.0.0)","UAH.UKR.BIT_SHD_PT.M","OBS_VALUE","Ukrainian hryvnia","Ukraine","Crypto-based Parallel Exchange Rate Premium (in %)","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","-0.48638411","-1.7779365","-2.621773","-2.1505697","-1.5603439","-0.31999879","0.49511871","-1.1934091","-1.1518105","0.06731645","-0.59587565","-1.3045651","-1.8022836","-2.1149351","-0.74813628","-1.3737525","-2.0291412","-0.48563501","0.43862218","-0.41422311","0.65769015","-0.08614298","-0.62415666","-1.6681044","-2.7005861","-0.91806618","-0.31120033","0.57930541","-12.183909","0.45484748","2.9403443","3.1622295","0.50733693","-0.4758348","1.4039824","2.5538795","1.6997066","3.6869538","8.7951078","10.464914","15.929297","18.504251","16.642334","7.9100649","9.9965544","10.677466","10.971708","9.1485591","12.036829","8.2937274","5.6731732","4.1882927","4.1021532","4.4748774","4.3233813","6.4459673","7.992376","9.4761631","11.994612","10.835474","14.223431","13.194146","12.55564","14.63875","11.649933","11.268482","10.402242","10.746454","8.4356832","5.4533552","4.338058","3.610366","5.3931464","5.9002522","4.4102438","3.8111935","2.1848942","1.8494742","-0.28239191","-0.59101983","-1.0314576","-0.58958608"
